"Report Period","Cert/ID","Institution Name","City","State","Class","A","L"
"20221231","5994","OKLAHOMA STATE BANK","GUTHRIE","OK","NM","248450","205628"
"20221231","5999","FIRST STATE BANK IN TEMPLE","TEMPLE","OK","SM","26046","21393"
"20221231","6051","APOLLO TRUST COMPANY","APOLLO","PA","SM","183498","160669"
"20221231","6063","CORTRUST BANK NATIONAL ASSOCIATION","MITCHELL","SD","N","1643745","1424313"
"20221231","6064","BRYANT STATE BANK","BRYANT","SD","NM","48608","43604"
"20221231","6078","ONE AMERICAN BANK","CENTERVILLE","SD","NM","458329","358668"
"20221231","6084","THE FARMERS STATE BANK OF TURTON","TURTON","SD","NM","35969","32559"
"20221231","6085","FIRST PREMIER BANK","SIOUX FALLS","SD","SM","2748882","2364222"
"20221231","6088","UNION BANK","JAMESTOWN","TN","NM","223216","205394"
"20221231","6091","MACON BANK AND TRUST COMPANY","LAFAYETTE","TN","NM","590027","535595"
"20221231","6100","LINEAGE BANK","FRANKLIN","TN","NM","242664","218346"
"20221231","6101","DECATUR COUNTY BANK","DECATURVILLE","TN","SM","253565","229480"
"20221231","6110","THE PEOPLES BANK","SARDIS","TN","NM","107455","97997"
"20221231","6123","BANK OF CLARKE","BERRYVILLE","VA","SM","1616263","1272297"
"20221231","6137","BANK OF BOTETOURT","BUCHANAN","VA","NM","715514","645720"
"20221231","6139","TOUCHSTONE BANK","PRINCE GEORGE","VA","SM","621921","536402"
"20221231","6149","FARMINGTON STATE BANK","FARMINGTON","WA","SM","78184","64585"
"20221231","6156","FARMERS STATE BANK","WINTHROP","WA","NM","69453","64738"
"20221231","6158","PEOPLES BANK","BELLINGHAM","WA","NM","2579261","2305059"
"20221231","6161","KITSAP BANK","PORT ORCHARD","WA","NM","1638436","1489260"
"20221231","6176","PENDLETON COMMUNITY BANK, INC.","FRANKLIN","WV","NM","658250","581224"
"20221231","6180","THE BANK OF MONROE","UNION","WV","SM","208221","188109"
"20221231","6186","CITIZENS STATE BANK OF LOYAL","LOYAL","WI","NM","269358","233773"
"20221231","6194","CITIZENS STATE BANK","HUDSON","WI","NM","351648","304893"
"20221231","6195","STERLING BANK","BARRON","WI","NM","333630","295180"
"20221231","6198","HIGHLAND STATE BANK","HIGHLAND","WI","NM","43607","38508"
"20221231","6271","COMMUNITY NATIONAL BANK","DERBY","VT","N","1055421","924344"
"20221231","6275","THE NATIONAL BANK OF MIDDLEBURY","MIDDLEBURY","VT","N","534246","499882"
"20221231","6280","THE FIRST NATIONAL BANK OF ORWELL","ORWELL","VT","N","84636","75635"
"20221231","6354","FIRST HOPE BANK, A NATIONAL BANKING ASSOCIATION","HOPE","NJ","N","679643","621612"
"20221231","6384","PNC BANK, NATIONAL ASSOCIATION","WILMINGTON","DE","N","552307127","441663089"
"20221231","6423","AMBOY BANK","OLD BRIDGE","NJ","SM","2683706","2341215"
"20221231","6442","THE FIRST NATIONAL BANK OF ABSECON","ABSECON","NJ","N","182394","169667"
"20221231","6464","THE FIRST NATIONAL BANK OF ELMER","ELMER","NJ","N","371525","340381"
"20221231","6528","THE FIRST NATIONAL BANK OF BELLEVUE","BELLEVUE","OH","N","296547","261378"
"20221231","6530","THE FIRST NATIONAL BANK OF BLANCHESTER","BLANCHESTER","OH","N","82579","74338"
"20221231","6531","THE CITIZENS NATIONAL BANK OF BLUFFTON","BLUFFTON","OH","N","969379","726977"
"20221231","6540","THE FARMERS NATIONAL BANK OF CANFIELD","CANFIELD","OH","N","4065303","3668179"
"20221231","6544","PEOPLES BANK","MARIETTA","OH","SM","7197574","5733912"
"20221231","6548","U.S. BANK NATIONAL ASSOCIATION","CINCINNATI","OH","N","585135605","453331532"
"20221231","6560","THE HUNTINGTON NATIONAL BANK","COLUMBUS","OH","N","182325674","151720663"
"20221231","6574","THE FIRST NATIONAL BANK OF DENNISON","DENNISON","OH","N","287699","272844"
"20221231","6584","COMMUNITY FIRST BANK, NATIONAL ASSOCIATION","FOREST","OH","N","61181","57352"
"20221231","6592","THE FIRST NATIONAL BANK OF GERMANTOWN","GERMANTOWN","OH","N","81229","75547"
"20221231","6600","FIRST FINANCIAL BANK","CINCINNATI","OH","SM","16915645","12798587"
"20221231","6605","THE MERCHANTS NATIONAL BANK","HILLSBORO","OH","N","1265189","1111253"
"20221231","6616","KINGSTON NATIONAL BANK","KINGSTON","OH","N","504958","465070"
"20221231","6623","LCNB NATIONAL BANK","LEBANON","OH","N","1915139","1605886"
"20221231","6636","THE VINTON COUNTY NATIONAL BANK","MC ARTHUR","OH","N","1361287","1174120"
"20221231","6637","THE FIRST NATIONAL BANK OF MCCONNELSVILLE","MCCONNELSVILLE","OH","N","188801","172898"
"20221231","6638","THE CITIZENS NATIONAL BANK OF MCCONNELSVILLE","MCCONNELSVILLE","OH","N","111611","85758"
"20221231","6646","1ST NATIONAL BANK","LEBANON","OH","N","277102","227624"
"20221231","6653","THE PARK NATIONAL BANK","NEWARK","OH","N","9815951","8534320"
"20221231","6659","PEOPLES STATE BANK","NEW LEXINGTON","OH","NM","201947","191149"
"20221231","6662","RIVERHILLS BANK","MILFORD","OH","NM","324718","249591"
"20221231","6671","THE FIRST NATIONAL BANK OF PANDORA","PANDORA","OH","N","241932","222455"
"20221231","6672","FIFTH THIRD BANK, NATIONAL ASSOCIATION","CINCINNATI","OH","N","206289179","169348160"
"20221231","6680","HOME NATIONAL BANK","RACINE","OH","N","79774","72310"
"20221231","6700","SOMERVILLE BANK","SOMERVILLE","OH","NM","259113","229300"
"20221231","6706","THE FIRST NATIONAL BANK OF SYCAMORE","SYCAMORE","OH","N","200893","161077"
"20221231","6725","THE FIRST NATIONAL BANK OF WAVERLY","WAVERLY","OH","N","224435","184752"
"20221231","6728","THE NATIONAL BANK OF ADAMS COUNTY OF WEST UNION","WEST UNION","OH","N","108095","97677"
"20221231","6732","THE CITIZENS NATIONAL BANK OF WOODSFIELD","WOODSFIELD","OH","N","164739","159738"
"20221231","6760","CITIZENS BANK OF WEST VIRGINIA, INC.","ELKINS","WV","NM","591030","520054"
"20221231","6762","THE FAYETTE COUNTY NATIONAL BANK OF FAYETTEVILLE","FAYETTEVILLE","WV","N","143807","137271"
"20221231","6786","MOUNTAIN VALLEY BANK, N.A.","ELKINS","WV","N","187196","166961"
"20221231","6787","THE FIRST NATIONAL BANK OF PETERSTOWN","PETERSTOWN","WV","N","84376","77244"
"20221231","6794","FNB BANK, INC.","ROMNEY","WV","NM","253730","211051"
"20221231","6800","FIRST NEIGHBORHOOD BANK","SPENCER","WV","NM","163153","150157"
"20221231","6803","MCNB BANK AND TRUST CO.","WELCH","WV","NM","358470","304606"
"20221231","6805","THE FIRST NATIONAL BANK OF WILLIAMSON","WILLIAMSON","WV","N","107865","90082"
"20221231","6811","FIRST NATIONAL BANK","ALTAVISTA","VA","N","968038","899269"
"20221231","6813","THE FARMERS BANK OF APPOMATTOX","APPOMATTOX","VA","SM","316208","279177"
"20221231","6821","THE NATIONAL BANK OF BLACKSBURG","BLACKSBURG","VA","N","1674446","1558106"
"20221231","6837","AMERICAN NATIONAL BANK AND TRUST COMPANY","DANVILLE","VA","N","3061152","2600233"
"20221231","6861","SKYLINE NATIONAL BANK","INDEPENDENCE","VA","N","997453","920391"
"20221231","6862","CHESAPEAKE BANK","KILMARNOCK","VA","SM","1325130","1170946"
"20221231","6863","POWELL VALLEY NATIONAL BANK","JONESVILLE","VA","N","463718","420998"
"20221231","6892","THE OLD POINT NATIONAL BANK OF PHOEBUS","HAMPTON","VA","N","1347151","1168429"
"20221231","6913","PIONEER BANK","STANLEY","VA","SM","292726","260957"
"20221231","6917","FIRST BANK","STRASBURG","VA","SM","1369639","1254049"
"20221231","6947","EVANS BANK, NATIONAL ASSOCIATION","ANGOLA","NY","N","2163105","1775902"
"20221231","6954","CAYUGA LAKE NATIONAL BANK","UNION SPRINGS","NY","N","257690","240076"
"20221231","6959","BALLSTON SPA NATIONAL BANK","BALLSTON SPA","NY","N","753682","657954"
"20221231","6976","DIME COMMUNITY BANK","HAUPPAUGE","NY","SM","13177720","10275348"
"20221231","6985","THE CANANDAIGUA NATIONAL BANK AND TRUST COMPANY","CANANDAIGUA","NY","N","4739658","3777679"
"20221231","6989","COMMUNITY BANK, NATIONAL ASSOCIATION","CANTON","NY","N","15614778","13252645"
"20221231","6990","THE PUTNAM COUNTY NATIONAL BANK OF CARMEL","CARMEL","NY","N","184388","144167"
"20221231","7018","THE NATIONAL BANK OF COXSACKIE","COXSACKIE","NY","N","506511","432840"
"20221231","7025","THE DELAWARE NATIONAL BANK OF DELHI","DELHI","NY","N","376842","344608"
"20221231","7031","THE FIRST NATIONAL BANK OF DRYDEN","DRYDEN","NY","N","232470","218786"
"20221231","7072","THE FIRST NATIONAL BANK OF LONG ISLAND","GLEN HEAD","NY","N","4279384","3465484"
"20221231","7074","GLENS FALLS NATIONAL BANK AND TRUST COMPANY","GLENS FALLS","NY","N","3125180","2792798"
"20221231","7085","THE FIRST NATIONAL BANK OF GROTON","GROTON","NY","N","212703","190538"
"20221231","7123","JEFF BANK","JEFFERSONVILLE","NY","NM","683198","618957"
"20221231","7151","THE LYONS NATIONAL BANK","LYONS","NY","N","1753561","1623700"
"20221231","7213","CITIBANK, NATIONAL ASSOCIATION","SIOUX FALLS","SD","N","1766752000","777024000"
"20221231","7230","NBT BANK, NATIONAL ASSOCIATION","NORWICH","NY","N","11659908","9636267"
"20221231","7274","WSB MUNICIPAL BANK","WATERTOWN","NY","NM","167484","97090"
"20221231","7356","CHAMPLAIN NATIONAL BANK","ELIZABETHTOWN","NY","N","460999","404482"
"20221231","7404","FIRST KEYSTONE COMMUNITY BANK","BERWICK","PA","NM","1326957","1007973"
"20221231","7461","CENTRIC BANK","HARRISBURG","PA","NM","1078774","904840"
"20221231","7468","FIRST COMMONWEALTH BANK","INDIANA","PA","NM","9776999","8039401"
"20221231","7472","FNCB BANK","DUNMORE","PA","NM","1723486","1420868"
"20221231","7493","THE EPHRATA NATIONAL BANK","EPHRATA","PA","N","1856294","1643543"
"20221231","7506","ACNB BANK","GETTYSBURG","PA","NM","2487272","2201468"
"20221231","7514","PEOPLES SECURITY BANK AND TRUST COMPANY","SCRANTON","PA","NM","3553618","3046957"
"20221231","7526","THE HONESDALE NATIONAL BANK","HONESDALE","PA","N","921260","783846"
"20221231","7542","AMERISERV FINANCIAL BANK","JOHNSTOWN","PA","SM","1348060","1111276"
"20221231","7551","FULTON BANK, NATIONAL ASSOCIATION","LANCASTER","PA","N","26819331","20834546"
"20221231","7586","THE LUZERNE BANK","LUZERNE","PA","NM","549688","448517"
"20221231","7590","THE NATIONAL BANK OF MALVERN","MALVERN","PA","N","204601","179435"
"20221231","7593","FIRST CITIZENS COMMUNITY BANK","MANSFIELD","PA","SM","2329851","1858979"
"20221231","7599","JIM THORPE NEIGHBORHOOD BANK","JIM THORPE","PA","SM","245314","225057"
"20221231","7613","PENNIAN BANK","MIFFLINTOWN","PA","NM","706440","585308"
"20221231","7614","THE JUNIATA VALLEY BANK","MIFFLINTOWN","PA","NM","829946","711571"
"20221231","7631","UNB BANK","MOUNT CARMEL","PA","NM","157425","148912"
"20221231","7646","THE NEFFS NATIONAL BANK","NEFFS","PA","N","467856","371659"
"20221231","7658","FIRST NATIONAL BANK AND TRUST COMPANY OF NEWTOWN","NEWTOWN","PA","N","1262967","1181993"
"20221231","7659","NEW TRIPOLI BANK","NEW TRIPOLI","PA","SM","617196","540274"
"20221231","7666","THE NORTHUMBERLAND NATIONAL BANK","NORTHUMBERLAND","PA","N","684076","622282"
"20221231","7675","FIRST NORTHERN BANK AND TRUST COMPANY","PALMERTON","PA","SM","986974","873704"
"20221231","7714","QNB BANK","QUAKERTOWN","PA","NM","1655674","1418369"
"20221231","7759","UNIVEST BANK AND TRUST CO.","SOUDERTON","PA","SM","7207694","6043449"
"20221231","7789","THE TURBOTVILLE NATIONAL BANK","TURBOTVILLE","PA","N","180802","151075"
"20221231","7799","CITIZENS & NORTHERN BANK","WELLSBORO","PA","NM","2439371","2016666"
"20221231","7848","COMMUNITY BANK","CARMICHAELS","PA","NM","1407091","1282916"
"20221231","7875","THE FARMERS NATIONAL BANK OF EMLENTON","EMLENTON","PA","N","1011490","874583"
"20221231","7886","FIRST UNITED NATIONAL BANK","FRYBURG","PA","N","351568","328079"
"20221231","7888","FIRST NATIONAL BANK OF PENNSYLVANIA","GREENVILLE","PA","N","43726588","35472158"
"20221231","7900","NEXTIER BANK, NATIONAL ASSOCIATION","KITTANNING","PA","N","1991078","1808233"
"20221231","7909","MARION CENTER BANK","INDIANA","PA","NM","384938","355933"
"20221231","7910","MARS BANK","MARS","PA","NM","514573","481422"
"20221231","7946","BNY MELLON, NATIONAL ASSOCIATION","PITTSBURGH","PA","N","31424000","26434000"
"20221231","8011","SAVINGS BANK OF MENDOCINO COUNTY","UKIAH","CA","NM","1330782","1143148"
"20221231","8018","GROVE BANK & TRUST","MIAMI","FL","SM","1174347","989936"
"20221231","8021","WAUCHULA STATE BANK","WAUCHULA","FL","NM","972344","859855"
"20221231","8028","MOUNT VERNON BANK","MOUNT VERNON","GA","NM","155078","147771"
"20221231","8033","CITIZENS TRUST BANK","ATLANTA","GA","SM","806801","730609"
"20221231","8035","BATH STATE BANK","BATH","IN","NM","286130","235968"
"20221231","8056","MERCHANTS BANK OF INDIANA","CARMEL","IN","NM","12354380","9925223"
"20221231","8063","THE NORTH SALEM STATE BANK","NORTH SALEM","IN","NM","585259","537378"
"20221231","8067","COMMUNITY STATE BANK","BROOK","IN","NM","108170","87364"
"20221231","8074","THE GARRETT STATE BANK","GARRETT","IN","SM","333665","295534"
"20221231","8083","FAIRFAX STATE SAVINGS BANK","FAIRFAX","IA","NM","242787","219196"
"20221231","8094","NSB BANK","MASON CITY","IA","NM","435210","394410"
"20221231","8101","PRIMEBANK","LE MARS","IA","SM","643059","551542"
"20221231","8108","NEW CENTURY BANK","BELLEVILLE","KS","SM","54829","44831"
"20221231","8110","THE STATE BANK OF SPRING HILL","SPRING HILL","KS","NM","58081","56252"
"20221231","8117","PEOPLES BANK & TRUST COMPANY OF HAZARD","HAZARD","KY","SM","291931","276303"
"20221231","8118","BANK OF JAMESTOWN","JAMESTOWN","KY","NM","235389","176088"
"20221231","8120","MAGNOLIA BANK, INCORPORATED","MAGNOLIA","KY","NM","449030","372913"
"20221231","8121","SECURITY BANK AND TRUST CO.","MAYSVILLE","KY","NM","67386","56351"
"20221231","8122","FIRST & PEOPLES BANK AND TRUST COMPANY","RUSSELL","KY","NM","252776","201721"
"20221231","8126","COMMONWEALTH COMMUNITY BANK, INC.","HARTFORD","KY","NM","146429","128563"
"20221231","8136","INDEPENDENCE BANK OF KENTUCKY","OWENSBORO","KY","SM","3469556","2903317"
"20221231","8140","COLFAX BANKING COMPANY","COLFAX","LA","NM","151459","143190"
"20221231","8141","SABINE STATE BANK AND TRUST COMPANY","MANY","LA","NM","1298588","1163928"
"20221231","8144","BANK OF GUEYDAN","GUEYDAN","LA","SM","80293","63469"
"20221231","8149","FIRST AMERICAN BANK AND TRUST","VACHERIE","LA","NM","1415309","1217331"
"20221231","8152","CAMBRIDGE TRUST COMPANY","CAMBRIDGE","MA","NM","5559387","4831123"
"20221231","8162","STATE SAVINGS BANK","FRANKFORT","MI","NM","366226","334328"
"20221231","8165","HONOR BANK","HONOR","MI","NM","370352","337268"
"20221231","8172","LAKE-OSCEOLA STATE BANK","BALDWIN","MI","NM","401813","348838"
"20221231","8183","CITIZENS STATE BANK","ROYAL OAK","MI","SM","168005","142128"
"20221231","8188","FLAGSHIP BANK MINNESOTA","WAYZATA","MN","NM","305797","276234"
"20221231","8190","STATE BANK OF LISMORE","LISMORE","MN","NM","64121","52559"
"20221231","8191","THE FIRST STATE BANK OF RED WING","RED WING","MN","NM","84963","83105"
"20221231","8193","LAKE COMMUNITY BANK","LONG LAKE","MN","NM","164065","141145"
"20221231","8197","PORTAGE BANK","BELLEVUE","WA","NM","65941","46086"
"20221231","8200","CITIZENS BANK MINNESOTA","NEW ULM","MN","NM","581176","520345"
"20221231","8205","AMERICANA COMMUNITY BANK","SLEEPY EYE","MN","NM","167029","147087"
"20221231","8207","PRAIRIE SUN BANK","MILAN","MN","NM","114539","101654"
"20221231","8210","FREEPORT STATE BANK","FREEPORT","MN","NM","152611","140293"
"20221231","8214","FARMERS STATE BANK OF HAMEL","HAMEL","MN","NM","170532","166947"
"20221231","8218","FIRST STATE BANK OF SWANVILLE","SWANVILLE","MN","NM","26566","22725"
"20221231","8231","COPIAH BANK","HAZLEHURST","MS","SM","309602","268130"
"20221231","8232","BANK OF HOLLY SPRINGS","HOLLY SPRINGS","MS","NM","474842","366841"
"20221231","8234","RIVERHILLS BANK","VICKSBURG","MS","NM","392055","349976"
"20221231","8235","PLANTERS BANK & TRUST COMPANY","INDIANOLA","MS","NM","1896312","1573671"
"20221231","8243","BANK OF ANGUILLA","ANGUILLA","MS","NM","184180","162615"
"20221231","8250","BANK OF WIGGINS","WIGGINS","MS","NM","188435","170776"
"20221231","8251","ADRIAN BANK","ADRIAN","MO","SM","176205","156943"
"20221231","8252","OLD MISSOURI BANK","SPRINGFIELD","MO","SM","1188472","1028155"
"20221231","8255","MONTGOMERY BANK","SIKESTON","MO","SM","1300407","1119164"
"20221231","8268","FARMERS BANK OF LOHMAN, MISSOURI","JEFFERSON CITY","MO","NM","72897","64235"
"20221231","8273","UMB BANK, NATIONAL ASSOCIATION","KANSAS CITY","MO","N","38279055","32829617"
"20221231","8274","EXCHANGE BANK OF NORTHEAST MISSOURI","KAHOKA","MO","SM","214433","197248"
"20221231","8276","ALTON BANK","ALTON","MO","NM","116885","102708"
"20221231","8282","FIRST MISSOURI STATE BANK","POPLAR BLUFF","MO","NM","220071","193039"
"20221231","8283","LEAD BANK","KANSAS CITY","MO","NM","819135","674420"
"20221231","8295","O'BANNON BANKING COMPANY","BUFFALO","MO","NM","255661","228451"
"20221231","8296","CENTURY BANK OF THE OZARKS","GAINESVILLE","MO","SM","253545","227127"
"20221231","8317","FIRST STATE BANK OF FORSYTH","FORSYTH","MT","NM","146251","131071"
"20221231","8321","STOCKMENS BANK","COLORADO SPRINGS","CO","NM","471646","421229"
"20221231","8322","NEBRASKA STATE BANK AND TRUST COMPANY","BROKEN BOW","NE","NM","279424","246114"
"20221231","8323","COMMUNITY STATE BANK","COLON","NE","NM","43748","38943"
"20221231","8333","FIRST TRI COUNTY BANK","SWANTON","NE","NM","74365","59949"
"20221231","8383","FIRST STATE BANK OF HARVEY","HARVEY","ND","NM","92832","87871"
"20221231","8386","KODABANK","DRAYTON","ND","NM","415103","334000"
"20221231","8387","BANKNORTH","ARTHUR","ND","NM","515937","454543"
"20221231","8390","LINCOLN STATE BANK","HANKINSON","ND","NM","111099","101263"
"20221231","8397","THE WATERFORD COMMERCIAL AND SAVINGS BANK","WATERFORD","OH","NM","56541","50638"
"20221231","8403","THE OTTOVILLE BANK COMPANY","OTTOVILLE","OH","SM","87506","68628"
"20221231","8405","FARMERS AND MERCHANTS TRUST COMPANY OF CHAMBERSBURG","CHAMBERSBURG","PA","NM","1699086","1565109"
"20221231","8421","SUSQUEHANNA COMMUNITY BANK","WEST MILTON","PA","NM","552795","511283"
"20221231","8426","1ST SUMMIT BANK","JOHNSTOWN","PA","NM","1341085","1161712"
"20221231","8432","ONE BANK OF TENNESSEE","COOKEVILLE","TN","NM","1439886","1335628"
"20221231","8439","CENTENNIAL BANK","TREZEVANT","TN","NM","647593","569511"
"20221231","8468","EXCHANGE BANK","SANTA ROSA","CA","NM","3334965","3066280"
"20221231","8487","CENTRAL STATE BANK","CLAYTON","IL","NM","163078","138463"
"20221231","8491","SCOTT STATE BANK","BETHANY","IL","NM","212972","182817"
"20221231","8499","UNION STATE BANK","GREENFIELD","IA","NM","90020","75486"
"20221231","8503","THE FARMERS STATE BANK","MARCUS","IA","NM","77167","60659"
"20221231","8506","NEW ALBIN SAVINGS BANK","NEW ALBIN","IA","NM","304254","252671"
"20221231","8507","SLOAN STATE BANK","SLOAN","IA","NM","68200","67178"
"20221231","8510","FARMERS TRUST & SAVINGS BANK","EARLING","IA","NM","136614","126700"
"20221231","8511","CRAWFORD COUNTY TRUST AND SAVINGS BANK","DENISON","IA","NM","273075","254105"
"20221231","8513","STATE SAVINGS BANK","RAKE","IA","NM","78832","63159"
"20221231","8519","WHITE STATE BANK","SOUTH ENGLISH","IA","NM","92899","85175"
"20221231","8522","FIRST STATE BANK","BRITT","IA","NM","130423","111935"
"20221231","8527","CONCORDIA BANK & TRUST COMPANY","VIDALIA","LA","NM","686658","618759"
"20221231","8531","BANK OF COUSHATTA","COUSHATTA","LA","NM","300671","257591"
"20221231","8532","BANK OF ERATH","ERATH","LA","NM","117936","105933"
"20221231","8533","TENSAS STATE BANK","NEWELLTON","LA","NM","172306","149616"
"20221231","8534","ST. LANDRY BANK AND TRUST COMPANY","OPELOUSAS","LA","NM","287400","283462"
"20221231","8535","FIRST COMMUNITY BANK","LESTER PRAIRIE","MN","NM","83141","78491"
"20221231","8536","PROGROWTH BANK","NICOLLET","MN","NM","292634","261115"
"20221231","8537","BANKCHEROKEE","SAINT PAUL","MN","NM","374064","350943"
"20221231","8541","STATE BANK OF FAIRMONT","FAIRMONT","MN","NM","132160","120696"
"20221231","8544","UNITED COMMUNITY BANK","PERHAM","MN","NM","317243","296468"
"20221231","8546","SENTRY BANK","SAINT JOSEPH","MN","NM","283962","242048"
